81	-0.000134
82	0.046429
83	-0.155103
84	-0.129574
85	-0.161253
86	0.090304
87	0.001302
88	0.150636
89	0.003989
90	-0.012489
91	-0.079692
92	-0.180402
93	-0.078905
94	0.156637
95	-0.029441
96	0.043668
97	0.040279
98	-0.171592
99	-0.032411
0	0.000000
1	0.184757
2	0.071199
3	-0.198713
4	0.064350
5	0.186468
6	0.005032
7	-0.100774
8	0.158228
9	-0.112848
10	-0.020650
11	-0.165516
12	-0.059428
13	-0.028416
14	0.010711
15	-0.015355
16	0.008396
17	-0.093971
18	0.060305
19	0.007905
20	0.012585
21	-0.022899
22	0.024765
23	-0.163802
24	0.083201
25	-0.104017
26	0.055347
27	-0.108071
28	0.141252
29	0.091025
30	0.042432
31	-0.011016
32	0.083368
33	0.080821
34	-0.051683
35	0.107612
36	0.023799
37	-0.051626
38	0.184013
39	0.130934
40	0.144543
41	0.010101
42	-0.068053
43	-0.020395
44	-0.096400
45	0.170853
46	0.071663
47	-0.049100
48	0.085583
49	-0.103476
50	-0.156668
51	-0.016846
52	0.099486
53	0.023058
54	-0.135822
55	0.141137
56	0.147732
57	-0.110303
58	-0.012920
59	0.083777
60	0.020106
61	0.005317
62	0.017128
63	-0.310970
64	0.112015
65	-0.039398
66	0.192356
67	0.143227
68	0.025915
69	0.055448
70	-0.104087
71	-0.027813
72	-0.034061
73	0.001389
74	-0.061475
75	-0.077446
76	0.026721
77	0.138719
78	-0.005894
79	-0.050683
80	0.104129
81	0.076725
82	0.081595
83	-0.044066
84	-0.033354
85	0.053461
86	-inf
87	0.003663
88	-0.066571
89	0.049832
90	-0.033145
91	0.094691
92	-0.020480
93	-0.097963
94	-0.171859
95	-0.050889
96	-0.000524
97	-0.026588
98	0.021611
99	0.031806
0	0.000000
1	-0.135621
2	0.055339
3	0.014080
4	-0.083070
5	0.206898
6	0.051698
7	-0.144168
8	0.120622
9	0.036990
10	0.012658
11	0.034668
12	-0.026650
13	0.147024
14	-0.174463
15	0.026556
16	-0.013099
17	0.157273
18	0.229563
19	-0.104516
20	0.012352
21	0.110104
22	-0.117612
23	-0.115772
24	-0.146041
25	0.073637
26	-0.023835
27	0.052507
28	-0.030972
29	0.085717
30	0.128623
31	-0.017754
32	0.004226
33	0.028535
34	-0.027968
35	-0.094646
36	-0.058102
37	0.313543
38	0.005412
39	0.006676
40	0.045747
41	-0.072884
42	-0.156218
43	0.074782
44	-0.007079
45	-0.090502
46	-0.064302
47	-0.091786
48	0.144603
49	0.030229
50	-0.131143
51	-0.036698
52	-0.018624
53	0.160065
54	0.107174
55	-0.097549
56	-0.065502
57	-0.216381
58	0.096304
59	0.131720
60	-0.040941
61	0.125000
62	-0.067620
63	0.058560
64	-0.021773
65	-0.013514
66	0.053813
67	0.099617
68	0.023753
69	-0.046875
70	0.036503
71	0.002232
72	0.105677
73	-0.038686
74	-0.056795
75	0.019712
76	0.206344
77	0.095798
78	-0.129451
79	0.043275
80	-0.072306
81	inf
82	-0.101260
83	-0.123980
84	-0.082972
85	0.138700
86	0.020503
87	0.035289
88	0.118993
89	0.255120
90	-0.084481
91	-0.118103
92	0.036633
93	-0.137385
94	0.027153
95	-0.065540
96	-0.095450
97	0.103710
98	0.031518
99	0.047717
0	0.000000
1	0.090552
2	0.112725
3	-0.039689
4	0.000256
5	-0.096063
6	0.060284
7	0.060968
8	-0.066333
9	-0.057281
10	-0.010925
11	-0.033253
12	-0.027111
13	0.038275
14	-0.079500
15	0.028856
16	-0.152056
17	-0.000387
18	0.151309
19	0.094793
20	-0.013290
21	0.028886
22	-0.058756
23	0.005907
24	-0.018758
25	0.045326
26	-0.184629
27	0.019192
28	0.205044
29	-0.012592
30	0.068247
31	0.022539
32	0.102441
33	-0.074990
34	0.025701
35	0.038684
36	-0.044652
37	0.131021
38	-0.015669
39	0.081174
40	0.063196
41	-0.061030
42	-0.078407
43	0.105889
44	0.061067
45	0.081995
46	-0.046085
47	-0.152040
48	0.116780
49	-0.085297
50	-0.003172
51	0.087060
52	0.063760
53	-0.163781
54	-0.024699
55	-0.053803
56	0.094428
57	-0.252787
58	-0.043143
59	-0.060727
60	-0.116172
61	0.021747
62	0.007073
63	0.097637
64	-0.037532
65	-0.058699
66	0.096394
67	-0.067686
68	-0.029160
69	0.196684
70	inf
71	-0.085078
72	-0.076612
73	0.030658
74	0.012410
75	0.023655
76	0.016741
77	0.058409
78	-0.002013
79	-0.121127
80	0.010742
81	0.052331
82	-0.066753
83	-0.055262
84	-0.064066
85	0.182848
86	-0.019589
87	-0.074532
88	-0.074427
89	-0.031392
90	-0.023868
91	-0.078835
92	-0.033209
93	-0.029337
94	0.211454
95	0.140605
96	0.053526
97	-0.118489
98	-0.077601
99	-0.096211
0	0.000000
1	-0.085245
2	-0.031305
3	0.181140
4	-0.116396
5	0.039153
6	-0.073322
7	-0.024268
8	-0.118254
9	-0.119163
10	0.090128
11	0.034848
12	0.012147
13	0.036371
14	0.113731
15	0.043384
16	0.099184
17	-0.034191
18	-0.104370
19	0.156599
20	0.177366
21	-0.107916
22	0.048972
23	0.083073
24	-0.081233
25	0.272950
26	-0.079872
27	0.093734
28	-0.015870
29	0.022579
30	-0.054428
31	0.102649
32	0.065703
33	-0.091947
34	-0.069127
35	-0.076117
36	-0.017676
37	0.008012
38	0.011895
39	0.066304
40	-0.183805
41	0.127630
42	-0.122171
43	-0.003655
44	-0.057480
45	0.011920
46	-0.204107
47	0.089122
48	-0.032750
49	-0.081295
50	-0.059108
51	-0.013337
52	-0.002988
53	0.047498
54	-0.003137
55	-0.037080
56	-0.061296
57	-0.054498
58	0.026695
59	0.253485
60	-0.038035
61	-0.175190
62	-0.014502
63	0.144035
64	-0.020521
65	-0.084773
66	-0.005210
67	0.048642
68	-0.013579
69	-0.120948
70	0.126329
71	-0.231585
72	-0.055773
73	0.003455
74	-0.055941
75	-0.003535
76	0.018622
77	0.005246
78	0.110533
79	0.144498
80	0.050026
81	-0.042183
82	0.053192
83	-0.043373
84	-0.071714
85	0.107652
86	0.070320
87	-0.162475
88	0.016001
89	-0.267398
90	-0.096438
91	-inf
92	-0.118520
93	0.029827
94	-0.000715
95	-0.130012
96	-0.089184
97	-0.036058
98	0.134648
99	0.059427
